Gene	WT_RNA_Rep1	WT_RNA_Rep2	WT_RNA_Rep3	Null_RNA_Rep1	Null_RNA_Rep2	Null_RNA_Rep3
LMNB2	13000	8948	10147	14358	13497	8792
TIMM13	2781	2266	2925	4628	4934	3931
LOC124904612	1	4	13	5	1	4
TMPRSS9	20	14	15	19	15	17
SPPL2B	1439	1086	1320	1307	940	739
LSM7	2857	2168	2930	3087	3319	2820
LOC101928572	1	4	0	2	0	1
LINGO3	93	67	84	7	7	17
PEAK3	0	1	4	6	3	2
OAZ1	13274	12151	16967	17536	19401	16029
LOC105372240	0	0	1	1	3	0
JSRP1	8	6	8	1	5	8
MIR4321	0	1	3	3	0	5
AMH	356	196	338	588	316	403
SF3A2	2677	1977	2521	3934	3715	2510
MIR6789	0	0	0	0	0	0
MIR1227	0	0	0	0	0	0
PLEKHJ1	3207	2635	3300	3807	3500	2829
LOC124904611	2	1	2	0	1	1
DOT1L	2581	1819	1877	2831	2056	1264
AP3D1	7717	5819	6819	9335	8601	5608
IZUMO4	14	9	9	6	4	3
MOB3A	381	346	401	321	336	262
MKNK2	3150	2268	3026	3791	3172	2700
LOC107985278	6	0	2	32	21	21
LOC124904610	63	50	82	61	53	37
BTBD2	4451	3258	3585	2944	2467	1957
CSNK1G2-AS1	3	0	1	0	0	1
CSNK1G2	5016	3363	3805	4947	4412	3277
LOC105372238	3	2	0	2	4	0
ADAT3	183	87	135	339	352	275
SCAMP4	1606	1139	1415	1624	1477	1030
ABHD17A	1569	1065	1280	1988	1866	1585
KLF16	956	511	824	1600	1537	1084
LOC100288123	16	25	18	34	27	7
MIR1909	0	0	0	0	0	0
REXO1	1382	836	1049	1929	1795	1099
ATP8B3	306	520	551	372	312	420
LOC101928543	0	2	1	2	6	13
ONECUT3	0	1	2	4	2	12
RNU6-1223P	2	0	0	2	3	1
TCF3	9726	6476	7898	8728	7152	6270
UQCR11	2446	2082	2936	2649	2881	2342
MBD3	3465	2036	2594	4746	4552	2941
RN7SL477P	1	0	0	1	2	0
MEX3D	2326	1377	2003	2548	2329	1722
PLK5	6	6	4	13	19	16
LOC107985337	0	0	0	0	0	0
LOC124904609	3	1	4	1	0	1
ADAMTSL5	12	7	8	13	22	24
REEP6	307	268	356	388	559	547
PCSK4	144	150	161	59	47	44
C19orf25	895	617	664	1356	1319	1118
APC2	209	70	94	51	50	42
RPS15	14973	12909	15854	16791	17494	14469
DAZAP1	7149	5488	7958	10519	9811	7626
GAMT	684	575	639	538	559	609
NDUFS7	1300	1143	1339	1674	1810	1553
TRN-GTT2-6	1	1	2	1	1	0
TRF-GAA1-6	0	0	0	0	0	0
PWWP3A	2362	1707	1870	2035	1921	1366
RPS15P9	0	0	0	0	0	0
EFNA2	583	339	474	74	129	113
FAM174C	671	555	757	935	1014	868
CIRBP	6468	6669	8584	4355	3315	2832
CIRBP-AS1	50	27	46	45	48	33
LOC105372236	6	2	5	7	3	1
LOC107985303	7	5	5	1	18	8
MIDN	4776	2288	3273	7739	6512	3817
LOC102723811	11	21	15	17	16	7
ATP5F1D	1741	1243	1598	2333	2453	2052
CBARP-DT	5	4	4	3	0	0
CBARP	462	293	339	259	227	277
STK11	2227	1550	2096	2587	2353	1797
HMGB2P1	0	0	0	3	0	1
LOC102725180	9	2	18	6	7	6
LOC102723798	2	2	0	2	1	0
GPX4	5459	4474	5613	4581	4806	4045
POLR2E	5625	4373	5557	7458	7522	6062
ARHGAP45	1854	1183	1645	1338	1244	1238
ABCA7	713	614	749	251	246	296
CNN2	8714	6551	8616	17028	17572	9463
RNU6-2	15	12	9	24	21	10
TMEM259	3258	2416	2985	3910	3306	2732
GRIN3B	45	31	46	38	33	35
WDR18	2008	1799	1993	1958	2157	1719
ARID3A	2951	2349	2468	5514	5243	3323
KISS1R	19	26	24	29	10	12
R3HDM4	2071	1541	2176	2200	2129	1938
RNU6-9	9	4	4	21	19	2
MIR3187	0	0	0	0	0	0
PLPPR3	1732	991	1079	519	474	549
MIR4745	0	0	0	0	0	0
PTBP1	17754	13306	15948	24840	23932	14876
LINC01836	31	21	18	51	63	43
LOC101928450	4	2	7	12	15	12
MISP	12	7	10	14	15	28
PALM	1030	703	763	237	223	324
RPS2P52	0	0	0	0	0	0
PRSS57	1	2	2	4	0	1
FSTL3	281	297	306	217	254	198
RNF126	1667	1236	1480	2497	2239	1913
FGF22	6	2	6	13	6	4
LOC105372234	49	34	51	57	44	21
POLRMT	2501	1809	2169	3163	3230	2345
LOC107987266	6	7	12	20	15	15
LOC100420586	0	0	0	0	0	0
HCN2	23	36	26	145	174	122
BSG	22289	19368	22401	23257	23176	16724
BSG-AS1	17	40	29	9	30	18
GZMM	1	2	3	4	0	3
CDC34	3137	2564	3064	3612	3978	3202
TPGS1	138	111	117	135	150	123
MADCAM1-AS1	2	2	3	6	1	3
MADCAM1	13	9	16	15	11	37
LOC124904608	15	14	8	14	9	12
ODF3L2	8	7	9	25	16	21
RNA5SP462	0	0	0	0	0	0
SHC2	287	208	247	580	671	484
LOC124904607	19	28	20	40	53	11
C2CD4C	535	292	406	792	657	619
LOC124904606	72	83	122	441	370	230
THEG	0	0	1	2	4	2
MIER2	1426	997	1222	1937	1984	1317
LOC124904605	5	7	12	3	1	5
PLPP2	637	322	582	2404	2562	2067
VN2R11P	0	0	0	0	0	0
LOC107985295	17	23	21	17	3	8
GTF2IP19	0	0	0	0	0	0
RNU6-1076P	0	0	2	1	0	0
LOC101928344	592	579	436	1081	503	114
LINC01002	691	569	739	1415	856	428
CICP19	43	23	20	85	55	16
SEPTIN14P19	36	17	37	98	53	26
OR4F8P	0	0	0	0	0	0
WBP1LP11	0	0	0	0	0	0
OR4F17	0	0	0	0	0	0
OR4G1P	0	0	0	0	0	0
OR4G3P	0	0	1	0	0	0
FAM138F	3	1	1	1	0	0
MIR1302-11	0	0	0	0	0	0
LOC105376912	16	13	24	6	5	6
WASH5P	270	315	256	368	268	132
LOC124904337	9	5	7	5	4	2
PARD6G	1044	658	852	835	630	471
PARD6G-AS1	19	17	16	19	6	5
ADNP2	3336	2231	2562	3586	2965	1794
SLC25A6P4	2	1	1	1	0	0
RBFADN	12	16	14	5	4	8
RBFA	1210	861	1218	876	869	811
TXNL4A	2528	1894	2781	3255	3046	2720
HSBP1L1	21	17	27	47	42	28
LOC124904336	2	1	9	5	3	1
SLC66A2	852	513	750	846	758	714
KCNG2	10	5	4	5	7	4
LOC105372228	3	2	2	18	23	15
LOC102723506	0	0	0	4	0	0
LOC107985162	1	1	0	2	2	0
LOC101927897	35	31	27	20	10	15
LOC124904334	0	0	1	0	0	0
LOC124904333	16	4	2	24	10	7
NFATC1	296	217	318	473	550	430
LOC107985149	0	0	3	0	1	1
LOC124904332	0	0	0	1	0	0
LOC105372226	0	0	1	0	0	0
LOC124904331	0	0	0	1	2	0
ATP9B	633	547	403	678	492	256
LOC105372224	0	0	0	0	0	0
LOC124904330	4	1	3	24	25	8
RNU6-655P	0	0	0	0	0	0
LINC01029	0	0	0	0	0	0
RNA5SP461	0	0	0	0	0	0
LOC107985129	0	0	0	0	0	0
LOC100421527	0	0	0	0	0	0
LOC107985172	3	3	5	6	4	0
BDP1P	0	2	0	0	0	0
LOC124900408	0	0	0	0	0	0
LOC107985171	0	0	0	1	2	0
GALR1	0	1	0	3	0	0
LOC124904329	0	0	0	1	2	0
LOC124904328	0	0	0	1	3	1
LOC105372217	4	0	2	5	1	0
MBP	84	80	76	259	345	134
LOC100421894	0	0	0	0	0	0
LOC105372214	0	1	0	1	0	0
RPL26P35	1	1	0	0	0	0
ZNF236	879	821	679	621	519	232
RNU6-346P	0	0	0	0	0	0
ZNF236-DT	36	22	25	44	33	23
LOC124904327	1	5	5	1	2	0
CCND3P2	0	0	0	0	0	0
LOC105372213	0	0	0	0	0	0
ARL2BPP1	0	0	0	0	0	0
LINC01879	0	0	1	1	0	0
LOC105372212	3	4	5	3	1	2
LOC107985151	0	0	0	0	0	0
LINC01927	0	2	0	0	0	0
LINC00683	7	1	3	8	4	1
LINC00908	5	37	14	14	19	19
ZNF516-DT	13	25	14	17	13	11
ZNF516-AS1	4	5	6	5	6	2
ZNF516	1417	1352	1340	1141	929	563
LOC105372211	3	4	0	0	3	0
LOC105372209	0	0	0	0	0	1
LOC105372210	0	1	2	0	0	0
LINC01893	0	0	0	0	0	0
LOC105372206	0	0	0	0	0	0
LOC124904360	0	1	2	0	0	0
LOC339298	0	0	0	0	1	0
LOC105372204	0	0	0	0	0	0
LOC124904339	0	0	0	0	0	0
LOC105372203	0	0	0	0	0	0
LINC01898	0	0	0	0	0	0
LOC105372202	0	0	0	0	1	0
LOC105372201	2	1	0	1	1	0
LOC107985177	9	11	8	13	16	5
LOC124900405	0	0	0	0	0	0
SMIM21	0	1	0	0	0	0
LOC105372200	0	2	0	0	0	0
TSHZ1	100	182	50	115	158	41
PTGR3	249	346	256	299	283	138
LOC105376874	0	0	0	0	0	0
LOC124904326	0	0	0	0	0	0
LOC124904325	1	0	0	0	0	0
LOC124904323	0	0	0	0	0	0
ZNF407	325	291	227	447	382	175
ZNF407-AS1	331	238	309	339	264	169
LOC124904324	0	1	0	5	1	0
CNDP1	1	1	2	4	4	1
CNDP2	5390	3854	5096	7601	7685	5080
DIPK1C	2	3	3	0	0	2
LINC01922	0	0	0	1	0	0
FAUP1	776	788	993	857	853	727
C18orf63	0	1	0	0	7	2
CYB5A	876	1025	1350	3031	3874	2590
RN7SL551P	0	0	0	0	0	0
TIMM21	827	772	1109	1311	1326	800
FBXO15	49	57	77	21	23	7
LOC124904358	0	0	0	0	0	0
LOC105372191	0	0	0	0	0	0
RN7SL401P	0	0	0	0	0	0
LOC105372190	0	0	0	0	0	0
LINC02582	91	119	53	485	299	120
LINC02864	0	0	0	0	0	1
NETO1-DT	9	2	7	0	0	0
MIR548AV	0	0	0	0	0	0
RNA5SP460	0	0	0	0	0	0
NETO1	91	33	58	0	2	1
HNRNPA1P11	0	1	1	1	2	0
CBLN2	0	0	0	0	0	0
LOC105372189	0	0	0	0	0	0
LOC102725148	0	0	0	0	0	0
LOC105376873	0	0	0	0	0	0
LINC01899	0	0	0	0	0	0
LOC105372186	0	0	0	0	0	0
LINC01541	0	0	0	0	0	0
LOC107985179	0	0	0	0	0	0
LOC100132647	0	0	0	0	0	0
LOC105372187	0	0	0	0	0	0
LOC105372188	0	0	0	0	0	0
LOC100421257	1	0	1	0	1	0
LOC105372185	1	1	0	0	0	0
LOC124904322	0	0	0	0	0	0
GTSCR1	0	0	0	0	0	0
RN7SL795P	0	0	0	0	0	0
LARP7P3	0	0	0	0	0	0
LINC01910	0	0	0	0	0	0
LIVAR	0	0	0	1	3	0
LINC01909	2	1	7	3	6	0
SOCS6	773	641	539	926	873	331
LOC107985158	0	0	0	0	0	0
LOC124904321	1	0	0	0	0	0
LOC105372180	3	7	11	1	2	1
RTTN	1279	1168	1173	923	792	460
CD226	10	1	1	6	8	4
LOC107985138	0	1	0	1	1	0
LOC105372179	0	0	0	0	0	0
DOK6	32	24	19	88	170	71
LOC107985136	0	0	0	0	0	0
LOC107985134	1	0	0	0	0	0
LOC124904376	0	0	0	0	0	0
LOC100418959	0	0	0	0	0	0
SDHCP1	0	0	0	0	0	0
RNU6-39P	0	0	0	0	0	0
CCDC102B	37	50	55	33	24	10
TMX3	948	779	696	1178	1120	438
MTL3P	0	0	0	0	0	0
AKR1B10P2	0	0	0	0	0	0
LINC01912	0	0	0	0	0	0
LOC100131011	0	0	0	0	0	0
LINC01903	0	0	0	1	0	0
LOC100129135	0	0	0	0	0	0
LOC105372172	0	0	0	0	1	0
FAM32DP	0	0	0	0	0	0
LOC105372173	0	0	0	0	0	0
LOC105372174	0	0	0	0	0	0
DSEL-AS1	0	1	0	0	0	0
RPL31P9	0	0	0	0	0	0
MIR5011	0	0	0	0	0	0
RNU6-1037P	0	0	0	0	0	0
LOC124904320	0	0	0	0	0	0
CDH19	1	0	0	0	0	0
LOC105372170	0	0	0	0	0	0
PRPF19P1	0	0	0	0	0	0
CDH7	172	181	139	30	30	27
LOC105372169	0	0	0	0	0	0
LINC01916	0	0	0	0	0	0
LOC105372168	0	0	0	0	0	0
LOC101927404	0	0	0	0	0	0
LOC107985178	0	0	0	0	0	0
LOC105372167	0	0	0	0	0	0
LOC105372166	0	0	0	0	0	0
LINC01538	1	0	0	0	0	0
LOC124904357	0	0	0	0	0	0
LINC01924	0	0	0	0	0	0
LINC00305	4	0	2	1	0	0
RPL12P39	0	0	0	0	0	0
SERPINB8	21	12	16	83	90	41
LOC105372165	7	6	8	6	3	2
HMSD	34	35	55	21	19	24
SERPINB10	0	0	0	0	0	0
SERPINB2	0	1	0	0	6	1
LOC124904356	0	0	0	0	0	0
SERPINB7	0	0	0	0	0	0
LOC124904318	0	0	0	0	0	0
SERPINB11	0	0	0	0	0	2
SERPINB3	1	0	0	0	1	0
SERPINB4	1	0	0	0	0	0
SERPINB13	0	0	0	0	0	0
SERPINB12	0	0	0	0	0	0
ATP5MC1P6	0	0	0	0	2	0
SERPINB5	1	0	0	9	27	20
LOC100422317	1	0	0	0	0	0
LOC124904316	1	0	0	0	0	0
VPS4B	890	862	892	1138	1129	566
LOC124904317	9	8	8	15	15	8
KDSR	770	774	958	1064	916	599
LOC124904379	0	0	0	0	0	0
BCL2	111	71	54	48	34	17
LOC105372161	0	0	0	0	0	0
LOC105372160	2	1	0	1	0	0
RNU6-142P	0	0	0	0	0	0
PHLPP1	1612	1122	1458	1478	1149	731
RN7SL705P	0	0	0	0	0	0
ZCCHC2	300	275	247	501	454	200
ACTBP9	0	1	1	1	4	1
RPL17P44	0	0	0	0	0	0
TNFRSF11A	210	60	150	188	110	115
RELCH	992	705	726	1498	1378	673
PIGN	1111	998	1058	1197	999	604
RPIAP1	0	0	0	0	0	0
LOC112268209	0	0	0	0	0	0
LOC105372159	0	0	2	0	0	0
RNF152	161	105	109	124	253	84
LOC124904315	0	0	0	0	0	0
LINC01544	0	0	1	0	0	0
LOC105372157	0	0	0	1	0	0
LSM6P1	0	0	0	0	0	0
LOC124904314	3	5	4	76	92	51
RPL30P14	0	0	0	0	0	0
RNU6-116P	0	0	0	0	0	0
CDH20	20	21	14	36	42	8
HMGN1P31	0	0	0	0	0	0
LOC100420948	0	0	0	0	0	0
CTBP2P3	0	0	0	0	0	0
LOC105372156	0	0	0	0	0	0
LOC124904313	0	0	0	3	0	0
LOC100421385	0	0	0	0	0	0
MRPS5P4	0	0	0	0	0	0
LOC101901828	0	0	0	0	0	0
MC4R	0	0	1	0	3	3
LOC105372155	0	0	0	0	0	0
LOC342784	4	3	4	10	2	1
RNU4-17P	0	0	0	0	0	0
RPS3AP49	7	4	11	2	12	3
LOC105372152	0	0	0	0	0	0
RNU6-567P	0	0	0	0	0	0
SINHCAFP2	250	223	220	219	171	103
ENTR1P1	0	0	2	0	1	0
RN7SL342P	0	0	0	0	0	0
NFE2L3P1	2	1	2	11	4	5
LOC100128022	0	0	0	0	0	0
LOC105372151	0	0	0	0	0	0
PMAIP1	702	618	753	4175	3439	2032
RPLP0P12	0	0	0	1	0	0
GLUD1P4	0	0	0	0	0	0
RPS26P54	0	0	0	0	0	0
ACTBP3	0	0	0	0	0	0
CCBE1	200	139	141	145	232	133
LOC107985156	2	0	3	9	14	7
LMAN1	2529	2783	2559	2997	2958	1428
CPLX4	0	0	0	0	0	0
RAX	21	12	11	3	2	7
GRP	8	7	5	44	47	31
LOC100286992	23	15	20	32	31	19
SEC11C	649	494	679	1040	1040	750
OACYLP	1	0	0	0	0	0
RNU2-69P	1	0	0	2	0	0
ZNF532	6214	5483	4789	7760	6089	2584
LOC124900406	0	0	0	0	0	0
LINC01926	0	0	0	0	1	0
RNU6-219P	0	0	0	0	0	0
MRPL37P1	0	0	1	2	0	0
LOC105372146	1	0	2	1	1	1
MALT1	1281	1150	1235	1589	1712	969
MALT1-AS1	30	37	42	12	11	18
LOC102724745	1	3	4	3	1	4
RPL9P31	0	1	0	1	2	2
SNORA108	0	0	0	0	0	0
LOC105372145	0	0	0	0	0	0
ALPK2	123	171	82	212	873	253
MIR3591	0	0	0	0	0	0
MIR122	0	0	0	0	0	0
MIR122HG	0	0	0	0	0	1
LOC105372143	0	0	0	0	0	0
NEDD4L	2030	2091	1988	2677	2132	1261
HMGN1P30	11	3	6	7	5	3
LOC124904311	0	0	0	0	0	0
LOC105372140	0	0	0	0	0	0
RSL24D1P11	0	1	0	0	1	0
LOC124904310	12	12	13	14	4	5
MRPS17P7	0	0	0	0	0	0
RNU6-742P	0	0	0	0	0	0
LOC105372141	105	119	136	54	60	73
TRG-TCC6-1	0	0	0	0	0	0
TRG-TCC5-1	0	0	0	0	0	0
ATP8B1	25	18	14	86	68	22
ATP8B1-AS1	117	90	103	128	121	130
NARS1	5875	5169	5845	10112	10103	5822
FECH	1253	878	1156	1500	1280	742
ONECUT2	99	120	48	214	149	83
ST8SIA3	561	279	243	373	235	135
RNU6-737P	0	0	0	0	0	0
LINC02565	0	0	0	0	0	0
BOD1L2	1	1	0	9	5	8
LINC-ROR	361	384	384	3586	2444	1542
LOC105372136	3	4	0	7	8	2
WDR7-OT1	17	3	9	76	45	25
LOC124904382	0	0	0	0	0	0
WDR7	779	653	525	905	703	373
TXNL1	2641	2339	3225	4468	3666	2651
LOC105372135	1	2	0	1	2	1
LOC105372132	0	0	2	0	0	0
LINC01539	0	0	0	0	0	1
LOC124904363	0	0	0	0	0	0
LINC01905	4	5	7	11	12	4
LOC642484	22	23	29	52	45	44
LOC107985164	31	20	18	55	48	25
LINC01416	0	0	0	1	1	0
LOC105372131	2	9	4	12	9	4
LOC107985183	2	0	0	2	1	0
LINC01415	38	28	30	45	35	22
LOC105372130	22	37	13	44	22	17
RPL21P126	0	0	0	0	0	0
LOC105372126	3	1	5	0	1	0
MIR4529	0	0	0	0	0	0
TCF4-AS1	0	0	0	0	0	0
TCF4	2555	2250	1463	1903	1548	599
RNA5SP459	0	0	0	0	0	0
LINC01929	0	0	0	0	0	0
LINC03035	0	0	0	0	0	0
LOC107985125	0	0	0	0	0	0
MAP1LC3P	0	0	0	0	0	0
CCDC68	0	0	0	0	1	0
RPSAP57	0	0	0	0	0	0
RAB27B	10	12	11	4	4	4
LOC124904308	0	0	0	0	2	2
DYNAP	8	1	0	6	5	5
CUPIN1P	0	2	0	2	4	0
SNRPGP2	168	122	178	162	146	128
C18orf54	723	680	594	653	481	246
STARD6	4	1	5	0	0	0
POLI	1352	1373	1212	940	683	426
LOC124904307	3	1	3	6	2	0
LOC124904306	1	0	1	2	0	0
SNORA37	0	0	0	2	2	0
MBD2	747	696	1023	964	871	767
RPL29P32	0	0	0	0	0	0
LINC01917	0	0	0	0	0	0
LINC01919	0	0	0	0	0	0
LOC124904304	0	0	0	1	1	0
LOC124904305	0	1	0	0	1	0
MIR4528	0	0	0	0	0	0
VN1R76P	0	0	0	0	0	0
DCC	59	55	18	60	60	23
LOC105372121	0	0	0	1	0	0
RPS8P3	0	0	1	0	0	0
LOC105372120	0	0	0	1	1	0
RSL24D1P9	0	0	0	0	0	0
LOC124904365	0	0	0	0	0	0
LOC100420949	0	0	0	0	0	0
SS18L2P2	0	0	0	0	0	0
LINC01630	2	3	1	6	11	2
RNU1-46P	0	0	0	0	0	0
MEX3C	2160	1815	2083	3208	2589	1234
SRSF10P1	1	0	1	0	0	0
SMAD4	2803	2153	2523	2685	2271	1257
LOC124904303	2	1	3	2	2	4
LOC107985152	14	4	4	10	13	5
ELAC1	169	119	175	164	128	93
ME2	1983	1911	2091	2256	1856	1102
RPL17P46	0	0	0	0	0	0
HNRNPA3P16	0	0	0	0	0	0
MRO	35	26	51	18	22	17
LOC105372116	4	1	1	5	5	12
LOC124904302	0	0	0	1	1	0
MAPK4	566	321	385	280	202	166
LOC105372115	114	111	53	397	1846	770
LOC124904301	0	0	0	0	0	0
CXXC1	1835	1317	1663	2409	2373	1699
MBD1	1843	1696	1759	2153	2266	1475
LOC124904300	8	4	11	2	3	3
CFAP53	10	17	15	6	11	7
RN7SL310P	0	0	0	0	0	0
MIR4320	0	0	0	0	0	0
ADAD1P2	0	0	0	0	0	0
LOC124904299	0	0	1	1	2	0
RNA5SP457	0	0	0	0	0	0
MYO5B	696	576	642	954	926	516
SCARNA17	5	1	5	9	4	1
SNHG22	1	5	1	1	7	0
ACAA2	3873	3630	5066	3819	3600	2863
LOC112268210	0	0	0	0	0	1
SMUG1P1	0	0	0	0	0	0
LOC105372112	0	1	0	3	4	0
LIPG	308	532	338	534	1668	719
LINC02837	1	0	0	4	0	1
SRP72P1	0	0	0	1	0	0
SNORD58B	0	0	0	0	0	0
SNORD58A	13	7	5	21	9	3
SNORD58C	8	20	14	14	20	14
RPL17	536	386	638	697	748	552
MIR1539	0	0	0	0	1	0
RPL17-C18orf32	0	0	0	0	0	0
C18orf32	92	100	94	109	97	67
PRR13P4	1	0	0	0	0	0
LOC124904298	0	0	0	0	0	0
MIR4744	0	0	0	0	0	0
DYM	1803	1630	1852	1636	1443	1078
DYM-AS1	0	0	0	1	1	1
LOC105372108	0	1	0	8	6	2
SMAD7	280	235	255	2068	1799	1171
POLR3GP2	22	20	13	37	22	9
RNA5SP456	0	0	0	0	0	0
LOC124904353	0	0	0	1	1	1
LOC124904352	0	0	0	0	0	0
ZBTB7C-AS2	0	0	0	0	0	0
RNU6-708P	0	0	0	0	0	0
ZBTB7C-AS1	0	0	2	1	0	0
ZBTB7C	40	31	40	20	6	8
LOC105372101	0	0	0	0	0	0
LOC124904297	1	2	5	1	0	0
MTCO2P2	0	0	0	0	0	0
SMAD2	1807	1661	2243	1914	1884	1127
LOC105372100	0	0	0	0	0	0
TPMTP1	3	0	0	1	0	0
MIR4527	0	0	0	0	0	0
MIR4527HG	0	0	1	1	0	0
LOC124904295	14	13	20	4	7	12
RNU6-1131P	0	0	0	0	0	0
SKOR2	42	18	40	38	18	28
IER3IP1	664	699	967	757	682	503
LOC107985131	1	3	8	2	0	3
HDHD2	1300	1011	1146	980	809	503
LOC105372098	0	7	7	6	2	1
ELOA2	1	0	0	0	0	0
ELOA3BP	0	0	0	0	1	0
ELOA3DP	0	0	0	0	1	0
KATNAL2	291	264	330	144	116	81
LOC124904294	8	3	0	30	16	21
LOC100421737	0	1	0	2	0	0
PIAS2	879	801	838	1235	959	582
ST8SIA5-DT	7	4	10	13	6	4
RPS21P6	0	0	0	0	0	0
ST8SIA5	32	8	27	46	33	35
LOC105372096	0	0	0	0	5	6
LOXHD1	3	1	0	153	175	61
LOC124904293	8	6	19	10	4	14
LOC105372095	0	0	0	0	0	0
RNF165	469	376	356	93	19	33
C18orf25	650	725	770	981	911	490
RNU6-1278P	0	0	0	0	0	0
HAUS1	1987	1701	2222	1892	1529	1200
TRK-CTT6-1	0	0	0	3	1	0
ATP5F1A	22714	21633	29739	24990	24740	19229
RNY4P37	0	0	0	0	0	0
LOC100422497	23	29	69	25	27	35
RN7SKP26	0	0	0	1	0	0
PSTPIP2	109	100	100	191	402	173
SIGLEC15	1	0	0	4	8	1
EPG5	1190	1000	846	1126	899	456
SLC14A1	3	0	1	5	2	0
LOC105372092	0	0	0	0	0	0
LOC105372093	5	2	4	0	4	2
SLC14A2	0	0	0	20	33	12
LOC101927961	0	0	0	0	0	0
LOC105372091	0	0	0	0	0	0
MIR4319	0	0	0	0	0	0
SETBP1	851	684	415	250	386	129
LOC105372089	0	0	0	0	0	0
LOC124904290	0	0	0	0	0	0
LINC01601	0	0	0	0	0	0
MLECP1	0	0	0	0	0	0
LOC124904291	0	0	0	0	0	0
LINC01478	0	0	0	0	0	0
KRT8P5	1	0	2	1	2	1
RNA5SP455	0	0	0	0	0	0
IBTKP1	0	0	0	0	0	0
LOC105372087	0	0	0	0	0	0
RNU6-443P	0	0	0	0	0	0
LOC105372088	0	0	0	0	0	0
SYT4	23	39	23	16	21	9
RIT2	26	12	29	57	25	17
LOC124904351	38	100	209	22	17	27
RNA5SP454	0	0	0	0	0	0
LINC00907	1	5	3	0	3	0
LOC124904350	0	0	0	0	0	0
PIK3C3	1374	1331	1262	1106	1004	551
LOC105372085	0	0	0	0	0	0
LOC100301521	0	0	0	0	0	0
NPM1P1	0	0	1	0	0	0
LOC105372083	1	0	0	4	1	0
KC6	27	66	24	115	72	44
LOC107985168	0	2	1	0	1	0
LOC105372084	1	0	0	2	1	1
LOC124904364	0	0	0	0	0	0
LOC107985132	0	0	0	0	0	0
LOC105372082	0	0	0	0	0	0
RPL17P45	0	0	0	0	0	0
LINC01477	0	0	0	0	0	0
LOC105372081	0	0	0	0	0	0
LOC124904349	0	0	0	0	0	0
LINC01902	9	9	1	17	15	4
RNU6-1242P	0	0	0	0	0	0
MIR5583-1	0	0	0	0	0	0
MIR5583-2	0	0	0	0	0	0
LOC101927857	3	0	1	4	1	0
MIR924	0	0	0	0	0	0
RPL7AP66	4107	4029	4381	3741	3747	2806
LOC101927879	0	0	0	0	1	0
MIR924HG	26	47	82	36	19	5
RNU6-706P	0	0	0	0	0	0
RN7SKP182	0	0	0	0	0	0
LOC105372077	0	0	0	0	0	0
LOC105372076	0	0	0	0	0	0
LOC124904338	0	0	0	0	0	0
LOC112268212	0	0	0	0	0	0
LOC105372074	0	0	0	0	0	0
LOC105372073	0	0	0	0	0	0
LOC102724417	0	0	1	0	0	1
RPL12P40	0	0	0	0	1	0
MIR4318	0	0	0	0	0	0
LOC107985118	0	0	0	0	0	0
LOC124904289	0	0	0	0	0	0
LOC124904288	0	0	0	0	0	0
SNORA111	0	0	0	0	0	0
LOC105372068	0	0	0	0	0	0
CELF4	46	28	59	66	50	38
LOC124904287	12	4	6	9	2	2
LOC105372069	0	0	0	0	0	0
KIAA1328	238	248	232	164	154	76
TPGS2	5027	4271	5269	5265	4649	3233
LOC105372071	0	0	1	0	0	0
FHOD3	2403	1377	1675	355	373	196
LOC791126	1	0	0	1	0	0
RNU4-3P	0	0	1	2	0	0
LOC124904286	19	5	20	21	18	7
MOCOS	340	178	338	481	430	281
COSMOC	1	1	5	1	2	4
ELP2	3659	3611	3821	3447	2941	2053
SLC39A6	2209	1889	1751	1635	1355	733
RPRD1A	3785	4090	4262	3538	2936	1875
C18orf21	601	493	626	891	764	535
LOC105372066	2	3	2	1	4	3
MIR3929	0	0	0	0	0	0
MIR187	0	0	1	2	1	0
NRBF2P1	0	2	0	2	1	1
LOC105372064	37	32	36	36	33	11
LOC124904285	2	2	4	3	1	0
LOC105372065	0	0	0	2	1	0
MIR3975	0	0	0	0	0	0
GALNT1	2861	2750	2514	3313	2926	1185
INO80C	664	620	899	784	760	559
ZNF24TR	10	7	31	16	12	10
LOC124904284	7	8	16	11	5	7
LOC105372063	0	0	2	0	3	1
RPL7AP67	0	0	0	0	0	0
ZNF396	68	86	72	39	27	16
LOC124904283	14	20	20	22	17	8
ZNF24	2478	2428	2093	2735	2578	1119
ZNF271P	823	741	715	1143	944	491
ZSCAN30	629	551	580	297	203	128
ZNF397	1718	1951	1776	1402	943	498
MAPRE2	1946	1471	1946	2090	1647	1110
LOC124904282	0	0	0	0	1	0
LOC105372061	1	0	0	0	0	0
LOC124904281	1	1	0	4	0	0
RPL10AP13	0	0	0	0	0	0
DTNA	459	442	367	470	482	236
LOC124904280	4	11	13	44	31	30
LOC124904279	0	0	0	0	0	0
NOL4	18	12	15	14	10	4
LOC124904347	2	1	0	0	0	0
ASXL3	148	210	63	17	43	20
LOC105372059	0	0	0	0	0	0
CCDC178	2	13	6	2	8	0
LOC107985186	0	0	0	0	0	0
LOC105372058	0	0	0	18	11	10
RPS27P28	1	0	0	0	0	0
LOC105372055	23	4	11	8	6	3
LOC112268208	1	0	0	1	1	0
KLHL14	136	63	75	82	71	30
WBP11P1	22	12	30	38	16	14
