Gene	  Oocyte	 Zygote	2cell 	4cell 	8cell 	Morulae	Trophectoderm	Primitive 	epiblast	hESC p0	hESC passage10
MYOM1	0	0	0	0.052	0.015	0.265	0.047	0.029	0	0	0.019
AGAP11	0	0	0	0.124	0.22	0.436	0.456	0.351	0	0.089	0.553
PHKG2	0.443	1.774	1.046	1.804	2.393	3.462	3.577	4.544	3.91	5.431	3.161
KIAA1522	5.693	2.262	2.353	2.742	0.723	2.199	0.884	1.047	0.146	4.222	3.552
PSG8	0	0	0	0.025	0.007	0	0	0	0	0	0
CDK15	3.762	4.401	2.478	5.818	0.263	0	0	0	0	0	0
DDX19B	2.578	7.962	5.303	21	7.689	18.514	16.625	20.733	9.995	20.383	40.259
WASH1	0.345	0.76	0.654	0.534	1.283	1.765	0.417	0.461	0.697	0.558	1.161
MOBKL1B	127.387	63.485	35.885	44.554	28.884	31.826	37.858	13.424	15.632	42.279	22.792
DIAPH2	21.865	24.44	14.623	14.616	6.925	4.204	0.897	3.865	9.358	19.81	19.537
PTPN12	3.289	17.715	10.03	8.793	28.824	34.394	13.806	29.861	58.647	74.031	36.773
CLN8	4.32	3.4	2.036	1.053	1.093	2.725	7.767	4.734	0.376	9.758	5.42
CRYZL1	7.747	12.473	8.272	22.197	3.005	5.672	15.699	9.657	8.999	13.538	13.025
CRY2	1.436	2.563	2.395	5.004	7.051	4.848	3.938	2.136	0.21	4.638	4.914
PNPLA4	46.354	25.268	21.983	21.786	4.686	1.563	16.347	19.969	10.039	21.821	17.704
FCGR2B	0	0	0	0	0.015	0	0	0	0	0	0
ZNF454	1.067	0.52	0.501	1.511	0.585	0.887	0	0.058	0	0.109	0.733
CLDN11	0	0	0	0	0.054	1.486	0.017	0	0.092	0.428	0.038
RFWD2	7.925	9.501	6.185	10.064	7.204	12.853	17.558	9.751	29.034	14.236	14.571
ARPP21	1.442	0.627	0.501	0.253	0.093	0.091	0	0	0	0	0
CIB2	0.078	0.373	0.432	1.054	0.791	0.706	3.094	1.411	0.963	9.314	6.647
MXRA8	0.205	0.04	0.078	0.055	0.143	0.077	7.253	1.663	3.568	2.901	4.233
HRK	0	0	0	0	0.009	0.378	0	0	0	0.046	0.134
MAML2	0.048	0.483	0.434	1.013	0.283	0.033	0	0	0	0.463	0.188
C4orf31	0	0	0	0	0.908	1.441	0	0	0	0	0
C6orf192	0	0	0	0	1.072	1.801	0.38	0	0	23.529	16.762
COG6	7.003	5.759	2.932	6.127	1.094	0.8	3.766	2.079	2.942	4.657	1.865
SNORD60	0	0	0	0.041	0.344	0	0.057	0.078	0	0.125	0.022
FAM5B	0	0	0	0.056	0	0	0	0	0	0	0
SP6	1.3	0.338	0.6	0.615	1.472	1.333	14.198	4.475	3.576	0.021	0.378
NFATC1	7.926	11.139	8.277	14.944	4.442	0.35	0	0	0	1.828	0.995
41162	24.876	34.473	22.182	28.724	18.769	12.989	4.078	6.705	11.789	17.543	11.645
B3GNT9	4.291	6.306	3.355	5.166	4.858	4.517	1.067	1.571	2.385	2.268	1.562
SCYL1	2.925	7.486	4.984	12.182	11.817	9.268	9.615	13.437	16.453	6.805	11.445
RPP40	3.613	0.892	0.582	2.003	24.15	30.013	33.708	19.607	43.018	44.26	37.716
SCOC	60.595	42.794	36.327	38.681	23.098	18.164	20.104	7.461	27.857	18.835	16.403
CTDSPL2	4.894	7.808	5.387	9.023	18.027	8.819	7.358	5.862	5.315	7.143	4.773
TBX5	27.972	27.477	10.807	29.989	4.625	0.465	0	0	0	0	0.011
NAPG	13.544	11.535	6.941	10.962	6.14	11.999	22.958	15.899	27.43	8.315	6.419
RHD	0.085	0.04	0.102	0.168	1.049	0.596	0.266	0.015	0.357	0.819	0.308
C14orf45	3.928	4.328	3.237	1.888	1.428	2.567	0.818	0.176	0.176	0.93	0.412
ZBTB22	9.96	5.02	4.192	4.77	0.935	0.251	0.585	0.054	0.14	2.001	1.109
PLCG1	0	0.721	0.496	0.695	0.735	0.22	0.608	1.68	1.412	1.045	3.586
ANKRD10	42.586	15.913	14.634	19.664	18.457	9.11	14.96	24.889	16.88	44.055	28.274
AQP7P2	0	0	0	0	0.016	0	0	0	0	0	0
TAGLN2	53.271	21.819	20.026	62.943	95.201	89.32	677.787	585.719	267.852	34.167	67.768
SLC16A7	0	0	0	0	0	0	0	0	0	0.828	0.272
HTR2C	0.662	0.402	0.155	0.378	0	0	0	0	0	0.238	0.054
TSGA14	16.818	9.203	6.577	9.331	1.42	3.922	3.938	4.302	3.424	4.254	4.208
MDH1	152.321	39.29	43.246	47.696	20.389	29.625	214.402	220.611	182.192	245.108	243.01
DCBLD2	0.398	0.558	0.687	0.256	1.505	1.08	1.814	0.174	1.187	6.503	6.189
FTLP10	0	0	0	0.011	0.007	0.033	0.035	0	0.029	0.097	0.012
RBM33	6.056	10.548	9.23	9.446	6.47	8.12	4.307	4.654	7.748	4.022	3.778
DPH3	1.69	3.656	3.185	2.456	46.821	55.768	27.805	31.805	18.72	25.402	25.026
SYT10	0	0	0	0	0.438	0.044	0	0	0	0.476	2.341
GYG2P1	0	0	0	0	0	0	0.262	0	15.354	0.019	0.411
FMO4	0	0	0	0.189	0.139	0	0	0	0.074	0.787	0.207
THYN1	271.283	170.204	247.441	234.086	44.945	6.599	15.907	34.026	2.002	120.726	132.327
PGRMC2	11.15	14.605	9.387	16.043	19.707	16.369	12.058	10.479	24.658	24.041	22.938
KATNAL1	30.145	50.488	47.858	65.038	9.644	7.561	1.329	0.495	2.86	1.938	0.967
DRD5	0.569	0	0.07	0.242	0.285	2.27	0	0	0	0	0.018
UBE2I	256.23	184.34	216.081	141.675	50.857	16.095	102.554	92.54	84.226	121.161	109.091
PAQR6	0	0	0	0	0.129	0.22	0	0	0	0	0.318
MEIS3P1	0.035	0	0.018	0.009	0	0.501	0.219	1.952	0.205	2.23	5.418
C1orf227	0	0	0	0	0	0	0	0	0	0.041	0.116
LOC650623	0.791	1.299	0.98	1.482	0.23	0.042	0.121	0	0	0	0.011
C14orf28	3.32	2.699	0.938	0.505	0.531	0.914	0.07	0	0	0	0.137
FLYWCH1	0.498	0.627	0.447	0.622	2.772	4.909	1.702	0.264	1.558	1.145	3.273
GLRX2	36.246	11.182	2.498	1.287	7.183	12.535	11.754	7.188	18.712	11.607	11.208
LRRC38	0.874	2.547	1.359	3.891	13.207	6.214	0	0	0	0.336	0.301
ATP11A	2.934	3.595	2.45	3.181	0.495	2.505	27.444	9.407	13.13	2.061	3.007
ARL5B	5.4	16.477	10.407	7.617	12.218	5.279	3.154	0.472	5.683	3.16	1.858
MUC16	0	0.188	0.279	0.632	0.321	0.036	0	0	0	0	0
SLC25A5	977.913	340.551	369.22	638.282	533.991	132.657	603.163	1961.079	816.324	347.116	376.626
MYO1C	3.182	7.756	2.871	4.188	10.176	20.709	37.752	37.17	22.568	21.583	28.801
ACRC	0	0.058	0.101	0.765	13.907	0.62	0.334	0.1	0	0.418	0.57
FAM89B	1.681	8.344	6.421	6.208	9.284	5.124	1.02	3.187	0	0.909	2.878
FAS	0	0	0	0	0	0.371	0	0	0	0	1.168
KIFAP3	6.916	6.602	3.535	3.783	2.78	3.71	14.398	4.586	8.523	1.295	1.872
BTN3A2	0.044	0	0	0.15	0.334	0.407	0.226	0	0.295	0.687	1.281
GLRA2	1.305	1.97	0.899	3.001	0.9	0.238	0.013	0	0	0.036	0.011
LOC731789	0	0	0	0	0.054	0.032	0	0	0.023	0	0
CNKSR3	0	0.035	0.048	0.225	8.863	5.13	0.01	0.71	6.647	1.089	1.166
BTBD17	0	0	0	0	0	0	0	0.021	0	0	0.276
ARPM1	0	0	0	0	2.293	2.083	0.399	2.209	0.2	0.148	1.548
CSTF3	5.646	8.891	4.86	5.403	53.589	29.36	39.439	22.442	19.876	36.961	25.472
KIAA1530	0.731	1.157	0.512	0.996	0.537	0.62	1.15	0	0.097	3.325	1.649
PRKCI	4.944	9.723	3.94	4.913	9.441	19.215	20.357	27.816	16.319	26.207	18.993
C9orf150	0	0	0	0	0.022	0	0	0	0	0.696	0.128
ZNF648	0.046	0	0.017	0	0	0	0	0	0	0.041	0.005
SOD3	0	0	0	0	0	0	0	0	0	0.022	0.322
ZNF574	26.006	57.148	50.557	70.237	53.14	26.031	8.908	2.317	4.08	10.963	13.982
CYP21A2	0	0	0	0.012	0	0.147	0.009	0	0	0.084	0.363
RPL12	617.909	439.595	516.997	1006.449	1445.888	1638.16	2718.449	3969.757	3329.254	2099.602	3604.718
COMMD2	24.667	14.236	10.349	8.424	2.714	3.036	9.351	12.997	9.02	15.083	10.508
WIZ	8.869	8.738	5.476	4.192	4.984	2.513	1.692	2.111	1.365	3.013	4.857
ALDH4A1	0.134	0.997	0.775	0.38	0.249	0.344	3.599	6.802	0.964	8.833	7.073
CEACAM22P	1.234	1.927	1.874	1.27	3.246	3.209	2.421	0.678	2.434	2.86	2.305
SPRYD4	0.913	1.306	1.193	0.073	2.862	7.888	2.422	3.048	11.193	18.874	20.247
CRYAB	0	0.077	0.052	1.098	1.657	0	0	0	0	3.204	0.719
COPA	9.698	8.51	5.646	7.216	7.796	17.53	26.271	13.466	20.259	28.815	28.984
PCDHGA7	0	0	0	0.353	0.006	0.183	0	0	0.052	0.152	0.079
SLC26A3	0	0	0	0	0.136	0.03	0.01	0	0	0	0
RASD2	0	0	0.02	0.06	0	0	0	0	0	1.22	0.826
KIF11	5.026	9.461	7.901	8.365	12.523	8.176	14.969	6.262	18.992	23.643	14.237
ZNF175	0	0.043	0	0.098	1.732	1.046	1.264	0	0.167	0.917	0.912
SYNC	1.851	9.704	8.393	9.417	2.845	5.17	7.128	4.439	8.782	11.085	5.116
MIR548C	0	0	0	0	0	0	0.029	0	0	0	0
JAKMIP2	0	0	0	0	0.021	0	0	0	0	5.113	10.045
SLC40A1	0	0	0	0	3.13	0	4.309	0	5.743	0.47	0.018
PTHLH	0.095	0	0.017	0.32	0.037	0.085	1.571	0	0.054	2.417	0.454
C8orf4	0	0	0	0	0	0	0	0	0	0	0.095
TRMT112	915.822	422.479	536.606	690.534	544.433	389.867	171.905	222.067	193.29	236.048	286.658
OR7D4	1.207	1.076	0.288	0.259	0.282	0	0.012	0	0	0	0
CDKN2BAS	0	0	0	0.01	0.111	0.027	0	0	0	0	0.032
PCDHB17	0	0	0	0	0	0.007	0	0	0	0.046	0.633
CD36	35.731	63.158	69.748	48.603	5.889	0.912	0.026	0	0	0.014	0.048
KIAA1143	4.748	8.339	4.53	3.756	10.806	12.981	9.59	11.158	16.281	10.178	9.525
LOC100128098	2.726	3.211	3.872	6.357	3.103	6.107	2.503	6.081	0.784	0.853	0.596
C6orf203	57.49	53.329	24.848	20.565	19.661	31.309	12.29	3.62	7.832	11.312	5.714
PRKG2	0.846	1.598	1.002	0.856	0.219	0.018	0	0	0	0.017	0.097
DCAF12	25.367	20.936	14.093	23.465	23.317	17.683	10.992	13.654	27.324	10.667	9.018
ANAPC13	2.429	29.278	26.245	27.866	24.462	61.886	22.305	33.494	3.422	21.819	27.235
LMF1	0.136	0.76	0.109	0.944	0.086	0.406	0.02	0	0	2.224	1.034
SLCO3A1	18.406	19.139	15.672	14.649	2.11	0.544	0	0	0	1.582	3.51
ZNF692	0.435	1.64	1.41	2.866	1.56	4.328	6.44	6.384	2.171	0.854	4.06
FANCL	28.606	14.996	12.903	21.669	5.925	6.392	7.871	6.454	3.292	29.663	20.132
SH3GLB1	26.132	23.599	21.371	22.857	6.654	4.698	3.171	2.977	2.424	7.19	3.892
TXNRD3IT1	0	0	0	0	0	0	0	0.345	0	0.338	0.24
KBTBD6	5.007	2.446	0.942	1.291	26.349	19.947	3.518	10.369	0.677	16.997	9.755
C12orf61	0	0	0	0	0.06	0.133	0	0	0	0	0
XRCC6	39.167	67.689	63.614	85.408	186.46	297.389	224.293	255.421	200.234	238.414	346.517
SUPT5H	0.276	3.846	2.931	4.402	15.077	13.507	13.388	8.288	13.856	13.604	15.955
MIR320A	0	0	0	0	0	0.201	0	0	0	0	0
HUS1B	0.646	0.24	0.192	0	2.406	2.879	0.113	0	0	2.679	1.011
FAM133B	112.777	132.691	53.382	18.355	76.041	44.924	24.388	18.159	14.517	27.209	42.277
KCTD18	0.283	0.334	0.109	0.009	1.054	2.063	1.998	0.074	0.035	1.018	1.631
C12orf76	0.77	0.266	0.342	0.082	4.463	7.063	2.139	6.629	1.449	6.218	4.971
SOS2	3.232	4.155	2.159	3.021	1.525	1.845	1.321	3.528	1.983	2.341	1.108
C1QTNF5	0	0	0	0	0	0.033	0	0	0	0.065	0.016
CCDC99	229.245	244.104	236.713	133.45	63.23	37.146	17.475	6.46	30.345	27.068	16.991
NNAT	0	0	0	0	0.032	0	0.011	0.049	0	7.546	13.966
USP16	117.429	145.647	116.716	50.848	71.304	86.185	60.997	23.121	49.666	26.353	31.119
LARS	10.447	20.886	13.118	19.619	4.286	3.673	49.053	41.883	39.557	52.191	62.862
ZBTB2	34.368	33.208	22.804	35.812	23.304	13.972	13.746	7.33	5.191	25.058	16.021
ABO	0	0	0.094	0.249	0.039	0	0	0	0	0	0
TRAF3	1.857	6.146	2.405	4.666	1.391	1.664	7.623	3.107	0.416	1.598	2.108
GALNT5	1.862	1.039	0.492	0.997	0.185	0	0	0	0	0	0.359
PCP4L1	2413.251	711.155	1673.246	1971.401	371.179	20.322	0.072	0.076	0.115	0.08	2.626
C9orf171	4.918	3.848	1.445	2.521	0.524	0.057	0	0	0	0.821	0.392
ALG14	0.85	0.78	0.754	0.322	0.311	1.392	29.062	11.758	5.541	6.739	8.239
WDR75	86.87	38.061	29.448	17.485	25.82	18.172	16.451	7.044	8.606	34.312	19.019
TEX261	7.382	4.833	3.144	2.231	2.666	4.864	13.196	12.866	4.554	6.322	4.789
LOC100272217	0	0.05	0.057	0	0.101	0.146	0	0	0	0	0.222
LY86	0	0	0	0.014	0	0	0	0	0	0	0
MBD3L4	0	0	0	33.104	413.605	32.008	0	0	0	0	0
MRGPRX2	0	0	0	0.038	0	0	0	0.017	0	0	0
SNRPA	4.1	20.629	12.595	17.37	7.263	20.634	34.704	41.408	32.106	35.623	52.814
LOC100134868	0.242	0.139	0.16	0.142	0.02	0.085	0.124	0.63	0.147	0.168	0.138
GPRASP2	0	0	0	0	0.015	0	0	0	0	2.888	7.524
C7orf42	56.024	42.153	35.201	73.021	36.333	6.467	14.689	19.831	21.296	10.874	8.98
C9orf163	0	0	0	0.02	0	0	0.062	0	0	0.528	0.028
TCHHL1	0	0	0	0	0	0.278	0	0	0	0	0
FCRL3	0	0	0	0.033	0.234	0.013	0	0	0	0	0
PRDX1	24.91	27.6	15.032	31.737	279.035	623.941	4926.53	1977.888	3621.999	1080.544	964.88
FGB	0.192	0.128	0.131	0.083	0.105	0.337	0.451	0.035	0.829	0.372	0.246
NACC2	0.044	1.601	1.2	1.209	0.05	0.051	0	2.251	0	0.197	0.007
COX17	5.466	3.092	1.656	1.934	24.425	33.385	31.645	91.473	44.462	52.881	63.277
PIWIL1	6.26	4.831	2.804	6.242	1.113	1.511	0	0	0	0	0.007
FOLR1	0.567	0.431	1.077	1.096	3.611	0.742	27.601	57.785	7.491	0	0.063
TMCC2	9.314	25.066	19.202	20.922	1.67	0.012	0.255	0	0.021	2.242	2.396
ARHGAP33	1.445	1.459	2.677	1.847	0.488	0.013	0	1.079	0.136	0.938	0.771
FAM27B	0	0	0	0.057	0.088	2.451	0	0	0	0	0
TCF12	0.776	0.621	0.347	1.324	2.206	2.074	6.188	11.35	6.132	14.649	13.364
ZNF721	9.315	38.21	42.655	9.923	8.421	5.695	7.363	0.772	2.604	18.712	13.816
POU4F1	9.033	25.429	5.683	11.281	2.502	4.759	0.767	0	2.869	0.102	0.464
SNRPF	60.442	141.128	152.135	144.076	207.179	85.317	122.008	321.229	160.497	186.512	327.944
SGIP1	0	0	0	0	0.015	0.018	0	0	0	0.127	0.171
ZNF641	3.779	14.846	9.924	9.736	1.571	4.32	3.89	1.424	0.343	0.519	0.612
EMG1	12.255	7.614	10.559	25.213	110.362	180.339	116.756	88.094	40.859	117.419	100.31
PRRG4	2.509	5.056	5.024	2.645	12.298	13.24	1.697	2.568	4.15	13.932	18.12
HIRA	1.427	3.195	1.606	3.289	0.875	0.756	1.602	1.991	0.861	0.884	2.251
MYNN	7.842	11.838	9.55	10.83	11.027	12.336	4.541	3.159	11.569	7.567	4.81
AEBP2	0.872	1.354	0.744	2.498	10.893	7.941	5.364	2.958	9.818	19.958	5.704
TBXA2R	0.313	0.309	0.415	0.514	1.143	1.45	1.296	0.295	0.855	1.63	1.711
ISL2	0.201	0.05	0.072	0.018	4.516	8.482	0.005	0	0	0.509	0.028
PCDHB11	0	0	0	0	0	0	0	0	0	0.364	0.18
TECR	16.342	12.933	10.58	17.778	23.223	25.272	68.261	92.99	64.53	71.849	100.905
RNF144A	0.396	2.222	1.373	1.05	0.59	0.154	0.138	0	0.219	1.621	1.017
NEAT1	0	0	0	0.213	2.193	2.283	0.592	0.03	1.091	1.896	0.813
40973	14.18	16.976	9.228	7.111	7.326	6.061	2.637	2.896	4.928	2.616	2.879
SNORA24	0	0.203	0	0	2.567	0.554	2.762	0.299	4.91	1.139	2.265
DULLARD	38.009	38.087	50.472	60.785	91.158	82.795	44.05	50.383	59.14	51.588	43.63
ITGA8	0	0	0	0.1	0.066	0.056	0	0	0	0	0
DCLRE1B	19.312	26.968	16.395	20.846	59.274	16.289	4.554	1.485	6.928	3.561	2.598
TP73	0	0	0.017	0.061	0	0.295	0	0	0	0.317	0.247
PRKCD	0.167	0.42	0.247	0.22	1.189	0.852	0.554	1.91	0.168	0.881	0.59
NDUFB4	5.858	3.259	2.767	2.963	6.502	10.255	42.503	104.46	47.773	54.432	83.348
ATP13A4	0.279	0.228	0.155	0.473	0.257	0.06	0	0	0	0	0
ANTXR2	0	0	0	0.124	0.487	0.28	0.019	0.15	0	0	0.363
COL4A3	0	0	0	0.121	0	0	0	0	0	0	0.05
MYO10	18.18	22.851	17.513	14.787	10.094	10.135	0.756	1.708	1.554	35.7	27.127
PEX1	6.571	4.504	2.335	5.593	3.308	2.458	9.309	1.724	1.532	9.699	4.591
TMEM74	57.935	49.507	25.557	58.512	9.363	8.603	0.808	0.722	0	2.319	4.651
TAPBP	1.054	1.075	1.647	1.599	5.658	13.984	6.134	1.328	4.829	8.343	11.516
RBM19	0.458	1.448	1.005	2.08	14.727	10.917	6.949	8.83	12.88	8.15	11.219
RUNX1	0.519	0.56	0.383	0.5	0.089	0.01	3.585	2.641	2.078	0.027	0.032
MID1	9.003	7.643	5.447	9.027	1.637	1.95	1.16	1.088	6.523	13.69	9.618
GPR64	0.892	2.243	2.2	1.952	0.625	0.292	0	0.997	0	0.781	3.96
RASEF	3.663	4.049	1.128	0.277	0.453	0.133	0.159	0	0	0.261	0.245
GABRG1	0	0	0	0	0	0	0	0.02	0	0.151	0.016
MYO16	1.847	2.562	1.199	4.878	0.798	1.246	0	0	0	0.091	0
DBF4	53.753	56.138	33.649	18.875	32.318	47.699	25.868	23.555	14.961	18.674	28.399
TSHZ2	0.709	0.852	0.48	1.241	0.161	0.829	0	0	0.153	0.068	0.092
RIPK2	28.146	16.773	8.582	19.39	5.803	6.816	13.051	17.061	6.159	21.345	13.564
PPTC7	5.274	4.933	1.76	2.616	36.084	17.045	10.113	1.039	3.433	3.894	1.592
LRRC31	0	0	0	0	0	0.027	0	0	0	0	0
KIF4B	3.665	3.407	3.495	2.237	0.821	0.503	0.273	0.042	0.352	0.237	0.186
ZNF540	8.261	10.096	7.025	3.802	0.779	1.599	0.007	0.255	1.536	0.402	0.047
LOH12CR1	29.846	26.008	20.846	51.072	10.57	6.34	0.707	7.025	0.238	4.433	2.667
EFNB3	0.262	1.052	0.718	1.968	11.281	24.475	0	1.613	4.268	7.427	9.104
STON2	0.42	0.206	0.175	0.13	0.395	0	2.129	0.856	0	0.462	0.628
GLP1R	0	0	0	0	0	0	0	0	0	0	0.751
CSTF2T	0	0.311	0.15	0.212	3.83	3.41	6.842	4.574	14.534	15.333	8.622
SNX31	0	0	0	0	0.207	0.234	0	0	0	0	0.022
IREB2	1.766	2.735	1.909	6.024	11.149	12.359	15.206	15.062	15.546	23.052	17.24
PDCD7	60.698	71.374	49.443	27.827	19.222	33.719	10.517	11.434	23.776	27.602	12.906
GRSF1	6.565	15.333	8.183	9.277	48.045	71.268	49.804	34.849	66.629	40.42	24.365
LRRC43	0.41	0.345	0.21	0.512	0.121	1.787	0	0	0	0	0
CNR1	0	0	0	0	0.234	0	0	0.188	0	0.193	0.737
IL1F7	0	0	0	0	0	0	0	0	0	0	0.013
C12orf64	0.473	0.73	0.477	1.779	1.298	0.251	0	0	0	0	0
NAA16	3.03	3.842	2.477	4.348	2.97	8.424	3.264	3.404	9.416	12.459	11.979
FAM69B	9.722	9.647	6.648	10.685	3.702	1.369	3.522	20.603	11.081	10.212	11.808
MAGT1	5.169	4.108	3.678	2.834	10.935	9.004	11.663	10.324	13.179	13.684	19.068
NR2E1	42.133	62.766	46.419	62.793	6.84	4.956	0	0	0	0	0.023
MS4A6A	0	0	0	0	0	0	0	0	0	0	0.011
C7orf36	7.876	11.52	12.272	13.083	2.473	12.165	14.466	7.643	0.795	43.195	50.277
FTL	4837.33	1852.166	4093.032	1645.958	635.032	321.368	594.118	396.092	355.095	1872.435	2105.073
PCLO	6.297	5.481	3.759	4.479	1.436	3.009	0	0	0	0.513	0.246
DYRK2	0.692	3.481	2.192	5.079	9.76	4.892	1.807	1.716	1.634	9.247	6.331
ARIH2	32.152	20.987	14.144	21.824	53.907	74.52	54.009	48.702	47.606	61.51	46.569
SAMD7	0	0	0	0	0	0.323	0	0	0	0	0
SCNN1D	0	0	0	0	0	0	0.006	0	0	0	0.064
SLC32A1	0	0	0	0.015	0.08	0	0	0	0	0	0
LOC286002	0	0	0	0	0.212	0.144	0.142	0	0	0	0
BHLHE22	3.759	6.917	8.677	1.026	3.731	2.199	0.008	0.055	0.622	0.458	0.027
C22orf25	0.051	0.178	0.138	0.228	0.616	5.759	8.395	1.738	2.576	3.449	2.615
MRPS18A	3.7	9.646	6.299	16.069	15.071	41.97	65.126	88.822	113.212	45.807	69.744
AQPEP	0	0	0	0	0.1	0.086	2.129	1.417	0.662	0.217	0
EARS2	0.674	2.324	1.945	3.11	3.692	8.48	11.535	11.298	10.867	11.62	10.773
GPR112	0	0	0	0	0	0	0	0	0	0	0
ERN2	0	0	0	0	0	0	0	0	0	0.035	0.063
PRH2	0	0	0	0	0	0	0	0.147	0.072	0.046	0.038
LOC285629	0	0.044	0.046	0.851	0.005	0	0	0	0	0	0
CDKN2D	0.215	0	0.059	0.487	20.234	11.736	10.677	1.424	4.817	4.024	1.315
LOC100133985	0	0	0.022	0	0	0	0	0	0	8.365	0.989
VENTXP7	0	0.139	0	0.036	0.265	0.048	0.029	0	0	0	0
STUB1	0.717	1.036	0.526	1.135	4.165	6.596	12.365	20.544	11.292	10.761	14.368
INS-IGF2	0.234	0.649	0.085	0.183	0.538	0.385	0	0	0	0.272	0.123
ZNF679	0	0	0	0.199	102.979	26.841	0	0	0.811	0	0
TRIM40	0	0.127	0	0	0	0	0.015	0	0	0	0
FLJ39639	0	0	0.08	0.083	1.18	1.103	0.596	0.089	0.506	0.426	0.546
SLC22A1	0	0	0	0.049	0	0.15	0	0	0	0	0.038
BTN2A3	0	0	0	0.01	0	0	0	0	0	0	0.694
RASA4	4.829	8.105	9.629	23.472	6.064	0.91	0.047	0.046	1.05	1.802	2.036
DYNLL2	1.91	11.736	8.94	6.254	111.841	17.127	12.012	14.874	1.22	2.994	2.587
MYBPC3	0	0	0	0.015	0	0	0	0	0	0	0
CCNL2	10.539	11.457	7.771	11.664	33.571	28.866	13.538	3.969	9.94	12.262	20.066
GJA4	0	0.229	1.131	4.391	0.438	0.015	0	0.745	0	0.433	1.352
FAM136B	0.085	0	0.175	0.631	0.499	1.814	1.005	0.053	0.466	0.157	0.057
TRPV2	0	0	0	0.065	0.135	2.248	0.053	0	0	0.412	1.475
CDC42SE1	29.726	19.934	20.157	27.018	7.408	3.258	10.349	8.651	4.872	4.55	4.58
MYPN	0.056	0	0	0.105	0.271	0.123	0	0	0	0	0
SIM1	0	0	0.024	0.023	0.135	0.975	0	0	0	0	0
ZFHX4	0	0	0	0	1.17	1.777	0	0	0	0	0.192
RNU11	0	0	0.21	0.064	1.294	0.567	0.547	0.052	0	0.131	0.475
CDADC1	9.063	3.492	1.918	1.461	1.663	2.305	1.49	1.624	0	0.444	0.786
ADAMTS19	0.316	0	0	0.142	0.076	0.033	0	0	0	7.775	4.838
TSPYL2	1.075	1.54	0.864	1.337	5.448	1.151	0.245	0	0	1.558	4.67
ABTB2	46.865	19.95	37.611	30.635	6.492	3.378	1.176	1.132	0.665	0.993	3.255
EIF2S3	10.772	11.892	9.291	37.511	51.442	50.232	72.436	159.531	56.394	64.824	62.575
SOX30	26.013	26.738	14.526	12.252	1.843	1.651	0	0	0	0	0.508
AP2A1	0.458	1.385	1.18	3.913	1.111	0.768	3.934	5.698	1.129	1.416	3.474
CXorf66	0	0	0	0	0.196	0	0	0	0	0	0
DYSFIP1	0	0	0.017	0	0	0	0	0	0	0.056	0
CDH18	1.531	0.817	0.282	2.28	0	0.361	0	0	0	1.508	0.31
CHL1	0	0	0	0	0.081	0.038	0	0	0	0	0
GATS	4.789	5.759	5.289	5.962	1.295	0.456	1.516	2.977	0.535	1.208	1.597
TBC1D2B	7.312	9.127	6.476	4.264	1.008	0.606	0.364	1.361	0	2.115	1.487
P2RX6	0	0	0	0	0	0	0.927	0	0	0	0
C2CD4B	0	0	0.028	0.041	0.149	0	0	0	0	0.211	0
MAGEA9B	0.051	0.096	0	0.107	0.019	0.131	0	0	0	0	0
NAA20	72.993	54.032	51.071	68.243	25.342	78.59	65.429	38.215	62.793	54.411	44.497
DPCR1	0.073	0	0	0.012	0.31	0	0	0	0	0.023	0.173
GSN	4.795	5.539	5.955	7.967	3.727	2.654	0.983	12.09	17.973	10.879	13.178
SMARCA5	33.881	40.634	32.296	18.91	54.797	31.744	50.056	38.831	57.208	48.456	48.834
ZBTB45	0.491	2.544	2.551	1.246	0.208	0.284	1.373	1.359	0.464	0.836	0.625
PLEKHG3	1.025	8.172	7.546	14.31	1.002	1.749	3.545	1.909	0.072	3.176	2.881
PLS1	31.651	34.995	35.854	48.093	8.901	5.206	1.109	1.293	0.161	2.145	3.218
FRMD6	4.143	5.588	2.711	5.992	4.286	2.315	6.128	6.915	9.31	6.542	2.377
DGKZ	0	0.707	0.662	1.938	0.613	0.611	4.371	6.813	6.628	4.432	3.815
EFNA1	0.049	0	0	5.506	2.954	1.092	145.949	47.386	14.64	9.404	4.035
WDR85	0	0	0.019	0.148	4.228	6.311	11.063	10.897	10.926	18	13.108
INTS4L2	0.284	0.366	0.186	0.466	2.208	2.472	0.987	0.519	0.878	0.779	1.044
ANK2	0.086	0.479	0.334	0.478	0.092	0.009	0.009	0.644	0.965	1.785	1.187
PAGE4	0.372	0.966	0.42	0.587	2.412	0.409	0.095	0	0	0.702	0.016
SENP6	6.434	6.834	4.354	4.122	7.918	11.311	10.002	5.977	14.162	10.819	6.961
AKR7A2	3.604	9.459	4.315	4.034	1.42	2.774	4.612	11.962	0.603	6.877	5.667
FKBP10	0	0	0	0.224	0.146	0	0	0.043	0	17.979	23.359
HTA	0	0	0	0	0.052	0	0	0	0	0	0
VEGFC	2.515	0.591	1.24	0.353	0.499	0.326	0	0	0	0.718	0.377
CERKL	3.915	6.316	4.355	5.471	2.084	0.778	0	0	0	0	0.3
LARP1	22.83	25.651	27.978	29.645	6.872	4.908	66.725	64.789	55.977	62.111	60.743
SRBD1	6.325	8.203	5.532	11.792	8.101	6.612	7.76	5.334	15.879	20.61	7.009
